meeting,start,end,speaker,text
EN2005a,572.98,580.3,Speaker_0,if you were going to define this more. I... I... I... I... I... I'm just wondering if
EN2005a,580.3,588.46,Speaker_3,"he's... Well, I think we should have interactive and non -interactive on the board and then figure out what properties go in each. So, we're clear what"
EN2005a,588.46,596.9,Speaker_0,"the two mean. Sure. So, what did you have more on later slides about this? For indirect two -tits, this is the only slide."
EN2005a,597.4,605.96,Speaker_1,"So, yeah, two days, I define indirect. The ability to be is a decrease of interaction in the meetings. So, which my... Speak change"
EN2005a,605.96,608.74,unknown,would be a very good
EN2005a,608.74,622.24,Speaker_3,"indicator. Yeah. But you need to be more precise what you mean by speaker change. So, yeah. Do you mean all of the speakers are involved in it? No. Is it sufficient for two speakers, right? Yeah. No, yeah. So, actually, so"
EN2005a,622.24,639.04,Speaker_1,"this is a very rough idea of interactivity. If we go first, we might distinguish the interactivity between two, three or all the groups. So, that might be some finer definition for the interactivity. But"
EN2005a,639.04,648.26,Speaker_3,"we've also established that it's not just speaker change because if you have, mm -hmm, okay. Yeah. So, that might be the second class. Okay, but that's... You can..."
EN2005a,648.26,654.04,Speaker_0,"Okay. That's definitional, right? So, I mean, you wouldn't necessarily consider that"
EN2005a,654.04,663.0,Speaker_3,"to change the turns. Those are just back channels. So, one speaker will have the fluid channel throughout that. And so, I"
EN2005a,663.0,668.44,Speaker_0,guess what you're saying is that the interactive sections would have shorter...
EN2005a,669.5,673.72,Speaker_3,"speaker turns when you're not considering the back channels. Yeah, yeah, yeah. Yeah, yeah, yeah. Yeah."
EN2005a,677.8,683.92,Speaker_0,"So, it might be the case that to be interactive, there have to be dialogue acts of some specific type. Yeah,"
EN2005a,683.92,693.06,Speaker_3,"yeah, yeah. In a turn, rather than... Yeah, yeah, yeah, actually, because I've looked... Well, like statement, statement, reject, except, you know, something... Yeah, yeah. ...sufficient, but not necessary, maybe."
EN2005a,693.06,698.8,Speaker_0,"If you had a bunch of people all just giving information and opinion around the table, and they never actually ask"
EN2005a,698.8,710.86,Speaker_3,"questions of each other. But the turns were actually quite short. Yeah, so this might be a weak definition of interactivity. So, if we could figure out... If they are really"
EN2005a,710.86,759.06,Speaker_1,"interacting with each other, or just incremental presentation of some information. So, that's different. We might need a more strict or finer definition of interactivity. Yeah, for this use of the term for the indicator of the degrees of interaction, I think, for the current proposal, I think that... It's just for distinguished between dialogues and monarchs. Because for these two types of discourse, the two that we are going to analyze, the discourse structure might be different. Right,"
EN2005a,759.28,771.0,Speaker_3,"okay, I remember you saying this before. Yeah, yeah. So, basically, you want to do this segmentation because you're going to apply completely different analyses to the two sections. Yeah, yeah, yeah. And also, because I've reached some of"
EN2005a,771.0,798.44,Speaker_1,"the MRTA corpus. So, for some part of that kind of meetings, several alternacies or dialogues are just to attack this statement. So, I don't think that would be very informative for high -level analysis. So, that's why I'm distinguishing the two kinds of discourse. So,"
EN2005a,798.5,803.9,Speaker_0,which takes quite a strong position on this difference between
EN2005a,803.9,812.9,Speaker_3,these two kinds of group activities? Because he says that they admit different kinds of analyses. With the non
EN2005a,812.9,819.24,Speaker_0,"-interactive, more monologic sections of the meeting, you have to analyze"
EN2005a,819.24,826.9,Speaker_3,"them using something akin to rhetorical structure or something. And with the other sections, you"
EN2005a,826.9,834.82,Speaker_0,use some other theory to look at them. And I actually think
EN2005a,834.82,842.96,Speaker_3,that that's a slightly extreme position with regard to the literature. That a lot of people might say it doesn't really
EN2005a,842.96,849.12,Speaker_0,matter who the different speakers are in an interactive section. You can still build
EN2005a,849.12,857.38,Speaker_3,maybe the same argument structure over the top of the basic acts and propositional content that's there.
EN2005a,858.34,864.08,Speaker_0,And what you get is a messier version of the argument structure because not everybody has
EN2005a,864.08,872.96,Speaker_3,the same argument in their brain for this. But the same theory or the same analysis can be applied
EN2005a,872.96,878.94,Speaker_0,"to both parts. So, I think it's important to keep that in mind. And if you do need"
EN2005a,878.94,887.98,Speaker_3,"to argue that these two kinds of group activities can only be analyzed if you use different analytical mechanisms, then you have to"
EN2005a,887.98,893.96,Speaker_0,"explain why that is. So, it puts an extra burden of proof on the work that you do. Well,"
EN2005a,894.32,903.2,Speaker_3,"actually, I don't quite agree. For example, you can't use RST across speakers because the definitions of the relations depend"
EN2005a,903.2,908.94,Speaker_0,"on the intentions of the speaker and the different speakers have different intentions. So, you can't use the theory. It's just"
EN2005a,908.94,918.08,Speaker_3,"fundamentally wrong. It was meant as a theory for one person. Right. So, that doesn't mean there aren't other theories. But to the group"
EN2005a,918.08,924.06,Speaker_0,"that a group is building an argument together, I think what you're doing in"
EN2005a,924.06,932.26,Speaker_3,"a group discussion isn't necessarily one coherent argument for the person, but an argument that is the group view. And so,"
EN2005a,932.8,939.36,Speaker_0,"maybe it's not RST, but it's more akin to, I"
EN2005a,939.36,947.92,Speaker_3,"don't know, is it toolmen, but not that. But the kinds of things where people try to represent argument structure. Those are really different theories"
EN2005a,947.92,954.08,Speaker_0,that are trying to get at different things. And they admit some of them admit multiple parties
EN2005a,954.08,963.0,Speaker_3,and some of them assume you're in one speaker's head. Are the important aspects of it for this analysis really that's substantially different though? The entire
EN2005a,963.0,968.98,Speaker_0,"theory is based on intention and the intention of one individual. So, RST would be a bad"
EN2005a,968.98,977.94,Speaker_3,"theory to use. But if there's been an argument so far in a group meeting and somebody makes a statement, they have an intention about how to modify that. So,"
EN2005a,978.02,983.88,Speaker_0,"modeling a single contribution by a single speaker. You can, within that, you can use"
EN2005a,983.88,993.14,Speaker_3,"RST if you want to. But across speakers, you can't. They have no relations for things like reject or agree."
EN2005a,993.78,999.14,Speaker_0,"The theory doesn't have them. Okay, so the relation names aren't right. So,"
EN2005a,999.26,1008.34,Speaker_3,"it's not the right theory because the theory is the relations plus the notion of nuclearity. So, we need a different theory. Now, I think Alex, SDRS,"
EN2005a,1008.44,1028.98,Speaker_0,"allows both kinds. So, within a speaker turn, you can have things like explanation and cause and all that. But then across speaker turns, you can have things like correction or I didn't see any examples of agree or disagree in SDRS. But, I don't think so. There aren't. I"
EN2005a,1028.98,1037.9,Speaker_3,"mean, there are 30 relations. So, we should look at what they are. But I don't. The relation names are less important. I mean, people have argued for ages, but exactly what relations are in any of these theories. Well, that's the relation"
EN2005a,1037.9,1044.08,Speaker_0,to the force. Then what the theory is trying to achieve. And it just seems to me that if you've got to have two separate apparatuses for
EN2005a,1044.08,1052.96,Speaker_3,"the speaker internal argument structure and the group argument structure, that that's more of an apparatus than you should"
EN2005a,1052.96,1058.88,Speaker_0,"actually need for doing this kind of analysis. Because in both cases, you're building"
EN2005a,1058.88,1068.04,Speaker_3,up an argument publicly in this group meeting and then adding something or changing the existing argument in some way by relating a contribution to
EN2005a,1068.04,1073.6,Speaker_0,"what's already on the table. So, yes. But, so,"
EN2005a,1074.12,1082.44,Speaker_3,"I mean, the relation names, it's not the names that are important. It's their semantics that are important. Right. And the semantics of the relations are based on the semantics of the utterances"
EN2005a,1082.44,1088.86,Speaker_0,"that they're relating as Alex explained yesterday. And so,"
EN2005a,1090.1,1097.7,Speaker_3,it is important that these relations have a semantics that's tied to the semantics of the utterances.
EN2005a,1098.3,1103.74,Speaker_0,"Right. Yeah, I just think, well, I mean, all of these things when they encounter a new genre of"
EN2005a,1103.74,1113.06,Speaker_3,"actual data that they end up modifying, building new kinds of relations, new kinds of semantics and adding them. That's"
EN2005a,1113.06,1132.8,Speaker_0,"the entire history of the... Possibly, but few people have tried to, you know, do the kind of truth conditional semantics that, you know, Asher and Lascavilles have done. Right. So, the theory can handle the kinds of things that happen in meetings, as she explained. The actual computational"
EN2005a,1132.8,1134.06,unknown,mechanisms they have
EN2005a,1134.06,1142.88,Speaker_3,"currently for building up the trees can't. Now, I don't remember which speaker, you know, in"
EN2005a,1142.88,1149.44,Speaker_0,"the example she showed yesterday, was it the case that the"
EN2005a,1149.44,1157.56,Speaker_3,"representation of the utterances and the relations included in the context of the utterances? And then, she said which speaker was? No, just a"
EN2005a,1157.56,1164.0,Speaker_0,"term exchange. I mean, it had the... At the leaves, they had the..."
EN2005a,1164.0,1187.18,Speaker_3,"Well, she didn't show it, but they would have the semantics of the utterances. And then, she had relation, news, and handles... She used some... A bunch of features to do the automatic parsing. Right. I just don't... I didn't remember seeing in the representation which speaker contributed what? Because she did represent discourse structures,"
EN2005a,1187.88,1193.68,Speaker_0,"because these were the verb -mobiles scheduling dialogues. So, the utterances in the representation"
EN2005a,1193.68,1203.06,Speaker_3,"were uttered by two different parties. It wasn't... You know, in the example she showed us, there were... There was"
EN2005a,1203.06,1209.04,Speaker_0,"some that was just, you know, one party. It was a monologue, but then there was a snippet of dialogue as well."
